28 @-@ Year @-@ Old Chef Found Dead at San Francisco Mal ||| 28 岁 厨师 被 发现 死 于 旧金山 一家 商
by then , Fan Deshang will conduct a comprehensive analysis of the above issues ||| 届时 , 范德尚 将 对 上述 问题 进行 全方位 的 剖析
fan Deshang is a Ph.D. in Peking University and a deputy director and secretary general of the Global Governance Research Center of Peking University . he was the former director of Cornell University in Beijing ||| 范德 尚系 北京大学 法学博士 , 北京大学 全球 治理 研究 中心 副 主任 兼 秘书长 , 曾任 美国康奈尔大学 驻 北京 办公室 主任
the current research focuses on the profound changes in global politics , economy , science and technology , culture and religion , and the opportunities and challenges that these changes bring to national governance , leadership , and global governance ||| 目前 研究 内容 主要 集中 在 全球 政治 、 经济 、 科技 、 文化 宗教 等 领域 的 深刻 变化 , 以及 这些 变化 对 国家 治理 、 领导力 、 全球 治理 带来 的 机遇 和 挑战
traditional customs introduced a new bright spot &quot; 2016 Bon Culture Festival &quot; -The Opening Ceremony of Victoria Park , Hong Kon ||| 传统习俗 引入 新亮点 “ 2016 盂兰 文化节 ” 香港 维园 开
gongs and drums of music , the traditional snacks , fancy decoration and stormy crowd scene ||| 敲锣打鼓 的 音乐 、 传统 的 小食 、 花俏 的 装饰 、 人群 汹涌 的 现场
organized by the Federation of Hong Kong Chiu Chow Community Organizations , &quot; 2016 Bon Culture Festival &quot; was held in Victoria Park between the 12th day and the 14th day of the month . it &apos;s the largest grand club in Hong Kong ||| 由 香港 潮属 社团 总会 主办 的 “ 2016 盂兰 文化节 ” 12 日至 14 日 在 维多利亚 公园 举办 ， 这是 香港 最 盛大 的 一场 盂 兰胜会
in addition to the continuation of the existing &quot; Climbing Competition &quot; , &quot; parent basin for the heap &quot; for the entire family is also added ||| 除了 延续 已有 的 “ 抢孤 竞赛 ” ， 还 增加 了 全家 可以 参加 的 “ 亲子 盆供 堆垒 赛 ”
Bon culture history is introduced in the form of comic books . in addition , Bon theme 3D self @-@ timer area , traditional snack area and traditional craft flow classroom are set up at the scene , attracting many friends and overseas travelers for visit ||| 不仅 用 漫画 形式 介绍 盂兰 文化 历史 ， 现场 还 设有 盂兰 主题 3D 自拍区 、 传统 小食 区 以及 传统 手艺 流动 教室 等 ， 吸引 不少 小朋友 和 海外 人士 来 体验 参观
a French couple lingered at the scene for almost 3 hours and experienced a lot in the mini flower card flow classroom ||| 一对 来自 法国 的 夫妻 在 活动 现场 逗留 了 近 3 个 小时 ， 并且 在 迷你 花牌 流动 教室 体验 了 一番
&quot; after knowing this special festival online , I decided to come and I felt quite fresh . ||| “ 在 网上 查 到 这个 特别 的 节日 ， 所以 决定 来 看看 ， 感到 很 新鲜 。
they said , although there are similar festivities commemorating the ancestors , the atmosphere is quite solemn . but here you can enjoy music , food and also can learn traditional craft ||| 他们 表示 ， 虽然 法国 也 有 类似 纪念 先人 的 节日 ， 但 气氛 很 沉重 ， 不像 这里 ， 有 音乐 ， 有 食物 还 可以 学习 传统 手艺
she said , &quot; It is quite pleasant to see sizable and organized ancestor worship ceremony in such a busy financial metropolis of Hong Kong &quot; ||| 她 说 ， “ 在 香港 这么 繁忙 的 金融 大都市 ， 还 能 看到 这么 有 规模 、 有 组织 的 祭拜 祖先 的 仪式 。
&quot; this not only embodies the diversity of Chinese culture , but also allows more people to understand these traditional craft and heritage . ||| “ 这 不仅 体现 了 中国 文化 的 多元性 ， 还 能 让 更 多 人 了解 这些 传统 手艺 并且 传承 下去 。
&quot; we do not want to make the Bon Culture Festival very horrifying , which may spook people , especially the children , &quot; said Hu Yansong , the chief responsible person of the event ||| 本次 活动 总 统筹 胡炎松 表示 ， “ 我们 不想 把 盂 兰 文化节 布置 得 很 恐怖 ， 让 人 不敢 接近 ， 特别 是 小孩子 。
&quot; we hope that through the youthful activities and layout of the scene , so that young people know that the culture behind the Bon Festival is to express the filial piety and thanksgiving . ||| “ 我们 希望 通过 现场 年轻化 的 活动 和 布置 ， 让 年轻人 知道 盂兰节 文化 背后 想 表达 的 是 孝道 和 感恩 。
he also said that this time a total of 24 teams participated in &quot; climbing competition &quot; , which is not only organized by communities , but also in combination with schools and attended by students ||| 他 也 表示 ， 这次 共有 24 个 队伍 参加 “ 抢孤 竞赛 ” ， 其中 不仅 有 社团组织 ， 还 与 一些 学校 合作 ， 让 学生 参加
it is understood that the Federation of Hong Kong Chiu Chow Community Organizations is listed as &quot; national intangible cultural heritage list &quot; in 2011 ||| 据 了解 ， 香港 潮人盂 兰胜会 已于 2011 年 列入 “ 国家级 非 物质 文化遗产 名录 ”
on the evening of the 11th day of the month , China National Peking Opera Theater took its famous TV play &quot; White Snake &quot; and traveled thousands of miles to Mexico City . they presented the local people with an authentic Peking Opera feast in the Mexican National Palace ||| １ １ 日晚 ， 中国 国家 京剧院 携 名剧 《 白蛇传 》 穿越 千里 来到 墨西哥城 ， 在 墨 国家 美术 宫为 当地 民众 呈现 了 一场 原汁原味 的 京剧 盛宴
as the key performance project of &quot; Sino @-@ Latin American Cultural Exchange Year &quot; , from August 9 to 23 , China National Peking Opera Theater performed seven opera in the Mexican capital Mexico City and Córdoba , Juarez and other five cities ||| 作为 “ 中拉 文化交流 年 ” 重点 演出 项目 ， ８ 月 ９ 日至 ２ ３ 日 ， 中国 国家 京剧院 在 墨西哥 首都 墨西哥城 以及 科尔多瓦 、 华雷斯 等 ５ 座 城市 演出 ７ 场 京剧
the audience sometimes smiled and sometimes applauded for the changing and concluding of the &quot; White Snake &quot; episode and the actor &apos;s singing ||| 观众们 跟着 《 白蛇传 》 情节 的 起承转合 、 演员 的 唱念 做 打 ， 时而 会心微笑 ， 时而 热烈鼓掌
I watched the performance of Marissa Jimenez Kachie accompanying her daughter in the Peking opera performance 15 years ago ||| １ ５ 年前 曾 观看 过 京剧 演出 的 玛丽 萨 · 希门尼斯 · 卡乔 陪 着 女儿 看 完 演出
&quot; this is a fantastic performance . its music , lighting and stage performances are impressive to me ... ... I think it is necessary to let her daughter understand the Chinese culture and Chinese opera art . ||| “ 这是 一场 精彩绝伦 的 表演 ， 音乐 、 灯光 、 舞台 表演 都 让 我 印象 深刻 ， … … 我 觉得很有 必要 让 女儿 也 来 了解 中国 文化 和 中国京剧 艺术 。
the enthusiasm of Mexican audience left a deep impression on the young actress of lady white ||| 墨西哥 观众 的 热情 给 白娘子 扮演者 、 青年 演员 付佳 留下 深刻印象
&quot; it never occurred to me that the Mexican audience were so enthusiastic . I had some worries about whether they could understand the story , but it was beyond my expectation to see them catch the story and the laughter today ||| “ 我 没有 想到 墨西哥 观众 这么 热情 ， 原本 我 对 他们 能否 理解 故事 还 有些 担心 ， 但是 今天 看到 他们 能 抓住 故事情节 和 许多 笑点 ， 这 出乎 我 的 意料 。
Qiu Xiaoqi , the Chinese ambassador to Mexico , said that the various cultural exchange activities of this year &apos;s &quot; Sino @-@ Latin American Cultural Exchange Year &quot; promoted the two peoples to deepen mutual understanding and enhance their friendship ||| 中国 驻 墨西哥 大使 邱小琪 说 ， 今年 “ 中拉 文化交流 年 ” 的 各项 文化 交流活动 对 推动 中墨 两国人民 加深了解 、 增进友谊 具有 积极 作用
next year is the 45th anniversary for the establishment of diplomatic relations between China and Mexico . by then there will be more cultural exchange activities held in China and Mexico ||| 明年 是 中墨 两国 建交 ４ ５ 周年 ， 届时 将会 有 更 多 文化 交流活动 在 中墨 两国 举办
Liu Cigui came to Sanya for the research of &quot; Double Restoration and Dual City &quot; and required to enhance the level of urban construction and managemen ||| 刘赐贵 赴 三亚 调研 “ 双修 、 双城 ” 要求 提升 城市 建管 水
in the morning of 12th day of the month , Liu Cigui presided over a symposium , listened to the report of the progress of the pilot project of &quot; Double Restoration and Dual City &quot; and the suggestions and comments of the relevant departments ||| 12 日 上午 ， 刘赐贵 主持 召开 座谈会 ， 听取 了 三亚市 “ 双修 ” “ 双城 ” 试点工作 推进 情况 的 汇报 及 各 有关 部门 的 意见建议
Liu Cigui provided fully affirmation for the stage results and good experiences and practice ||| 刘赐贵 对 试点工作 中 取得 的 阶段性 成果 和 创造 出 的 好 经验 、 好 做法 给予 充分肯定
Liu Cigui stressed that Sanya should firmly grasp the historical development opportunities and take the pilot work of &quot; Double Restoration and Dual City &quot; as key content to give full play to the leading role of demonstration during the economic and social development in order to firmly grasp historical development opportunities ||| 刘赐贵 强调 ， 三亚 要 紧紧抓住 历史 发展 机遇 ， 以 “ 双修 ” “ 双城 ” 试点工作 为 重要 抓手 ， 在 全省 经济社会 发展 中 充分发挥 好 示范 带动 的 龙头 作用
we should lead to improve the internationalization of international tourism and enrich international elements and build international boutique from the details ||| 要 在 提升 国际 旅游 岛 国际化 水平 中 发挥 好 带头作用 ， 从 点滴 细节 入手 ， 丰富 国际 元素 、 打造 国际 精品
we should lead in the urban and rural integration and tourism , accelerate the construction of characteristic town and integrate tourism into each project and build each village and town of Sanya into tourist attractions ||| 要 在 城乡 一体化 和 全域 旅游 中 发挥 好 带头作用 ， 加快 特色 风情 小镇 建设 ， 将 旅游 元素 融入 每个 项目 ， 把 三亚 的 每个 乡村 、 城镇 都 建设 成 旅游 景区
we should lead in &quot; the 100 @-@ day social service investment move &quot; and promote a batch of key projects and park construction to ensure the settlement of high @-@ quality project and implement the various requirements of the big move ||| 要 在 “ 服务 社会 投资 百日 大 行动 ” 中 发挥 好 带头作用 ， 推动 一批 重大项目 和 园区 建设 ， 确保 高质量 项目 的 落地 ， 把 大 行动 的 各项 要求 落实 好
